timestamp,source_ip,destination_ip,user,action,status,is_attack
2024-01-15 14:54:07,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 14:54:28,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 15:01:23,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 15:06:47,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 15:13:03,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 15:13:14,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 15:15:25,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 15:23:40,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 15:24:40,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 15:25:20,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 15:25:47,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 15:28:23,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 15:29:24,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 15:32:15,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 15:33:07,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 15:33:43,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 15:33:44,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 15:40:57,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 15:45:58,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 15:46:52,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 15:48:00,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 15:48:39,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 15:51:46,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 15:54:00,103.86.96.100,10.0.0.5,erin,login,success,1
2024-01-15 15:55:52,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 15:57:28,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 15:58:32,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 15:58:45,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 15:59:07,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:00:27,192.168.1.15,10.0.0.5,frank,login,failed,0
2024-01-15 16:01:49,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 16:01:52,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:02:00,185.228.168.9,10.0.0.5,erin,login,success,1
2024-01-15 16:02:13,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 16:03:33,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 16:07:08,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 16:10:00,103.86.96.100,10.0.0.5,dave,login,success,1
2024-01-15 16:14:00,1.1.1.1,10.0.0.5,dave,login,success,1
2024-01-15 16:16:38,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:17:00,103.86.96.100,10.0.0.5,alice,login,success,1
2024-01-15 16:20:51,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:21:10,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 16:23:07,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:24:00,185.228.168.9,10.0.0.5,alice,login,success,1
2024-01-15 16:29:58,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 16:31:14,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 16:34:06,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 16:35:00,9.9.9.9,10.0.0.5,carol,login,success,1
2024-01-15 16:36:00,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:05,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:10,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:15,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:20,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:25,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:30,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 16:36:35,9.9.9.9,10.0.0.5,grace,login,success,1
2024-01-15 16:36:48,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 16:37:40,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 16:39:20,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 16:42:00,1.1.1.1,10.0.0.5,carol,login,success,1
2024-01-15 16:44:39,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 16:46:05,192.168.1.14,10.0.0.5,erin,login,failed,0
2024-01-15 16:47:35,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 16:48:41,192.168.1.14,10.0.0.5,erin,login,failed,0
2024-01-15 16:49:54,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 16:50:41,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:54:29,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 16:54:36,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 16:56:07,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 16:58:00,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 16:58:09,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 16:58:37,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 16:59:37,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 17:00:37,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 17:02:01,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 17:03:21,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 17:07:09,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 17:10:34,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 17:14:29,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 17:16:43,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 17:17:00,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:05,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:10,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:15,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:20,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:25,8.8.8.8,10.0.0.5,alice,login,failed,1
2024-01-15 17:17:30,8.8.8.8,10.0.0.5,alice,login,success,1
2024-01-15 17:20:25,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 17:23:04,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 17:24:02,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 17:24:04,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 17:25:27,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 17:27:35,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 17:28:00,8.8.8.8,10.0.0.5,erin,login,success,1
2024-01-15 17:28:51,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 17:30:58,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 17:32:00,185.228.168.9,10.0.0.5,erin,login,success,1
2024-01-15 17:32:36,192.168.1.15,10.0.0.5,frank,login,failed,0
2024-01-15 17:33:39,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 17:41:09,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 17:46:50,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 17:49:00,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:05,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:10,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:15,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:20,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:25,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:30,185.228.168.9,10.0.0.5,grace,login,failed,1
2024-01-15 17:49:35,185.228.168.9,10.0.0.5,grace,login,success,1
2024-01-15 17:51:59,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 17:56:28,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 18:02:52,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 18:04:24,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 18:04:38,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 18:06:16,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 18:12:50,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 18:18:32,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 18:23:30,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 18:25:34,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 18:26:22,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 18:27:20,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 18:27:49,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 18:29:01,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 18:42:33,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 18:42:47,192.168.1.16,10.0.0.5,grace,login,success,0
